Peptide ID,SMILES,logP,logD
13877,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[H],1.1912699999999963,-7.828856671920507
14155,,,
14172,CCCCCCCCCCCCCCCC(=O)[N+](NCCCC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CS)C(N)=O)[H],1.8594000000000066,-5.238992327422729
14284,,,
14288,,,
14388,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O)[H],3.400800000000003,-9.159451905759195
15265,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C)[H],1.808599999999994,-4.222254787443883
15266,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C)[H],2.903200000000006,-6.62779210170753
15267,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O)[H],2.1631000000000054,-3.8677547874438716
15268,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O)[H],3.2036000000000087,0.2730900479871572
15269,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)O)[H],2.76240000000001,-6.768592101707526
15270,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O)[H],3.0816000000000043,-3.9986504676773844
15271,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O)[H],2.1631000000000054,-3.8677547874438716
15272,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)[H],2.163100000000008,-3.867754787443869
15273,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)O)[H],2.1631000000000062,-3.8677547874438707
15825,CCCCCCCCCCCCCCCC(=O)[N+](NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)C(=O)O)[H],1.8854999999999889,-19.31526348345714
15835,CCCCCCCCCCCCCCCC(=O)[N+](NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O)[H],4.840400000000012,-9.28011301577973
15837,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C)C(C)C)C(C)C)[H],2.2690999999999786,-15.391538249618458
15838,CCCCCCCCCCCCCCCC(=O)[N+](CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C)C(C)C)[H],1.0285999999999806,-13.091913015779761
16365,CCCCCCCCCCCCCCCC(=O)[N+](CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],2.9408000000000083,-4.1394504676773805
16553,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O)[H],-6.682909999999893,-50.522921504654356
16853,,,
16885,CCCCCCCCCCCCCCCC(=O)[N+](NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CS)C(N)=O)[H],0.5015999999999863,-13.695184654845484
16888,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],0.5969999999999898,-15.503377139597902
16889,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(N)=O)[H],-0.5738000000000136,-16.710460859088595
16890,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[H],-0.26873000000001557,-18.30898334384102
16891,CCCCCCCCCCCCCCCC(=O)[N+](N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(N)=O)[H],-1.4395300000000202,-19.516067063331715
